gen,brain1,brain2,brain3,brain4,brain5,brain6,brain7,brain8,brain9,brain10,brain11,brain12,brain13,brain14,brain15,brain16,brain17,brain18,brain19,brain20,brain21,brain22,brain23,brain24,brain25,brain26,brain27,brain28,brain29,brain30,brain31,brain32,brain33,brain34,brain35,brain36,brain37,brain38,brain39,brain40,brain41,brain42,brain43,brain44,brain45,brain46,brain47,brain48,brain49,brain50,brain51,brain52,brain53,brain54,brain55,brain56,brain57,brain58,brain59,brain60,brain61,brain62,brain63,brain64,brain65,brain66,brain67,brain68,brain69,brain70,brain71,brain72,brain73,brain74,brain75,brain76,brain77,brain78,brain79,brain80,brain81,brain82,brain83,brain84,brain85,brain86,brain87,brain88,brain89,brain90,brain91,brain92,brain93,brain94,brain95,brain96,brain97,brain98,brain99,brain100
32,387.256,383.756,366.529,364.229,361.995,355.171,347.055,346.022,344.007,341.165,333.196,332.075,331.931,329.388,327.220,327.137,326.813,326.741,323.147,320.927,319.687,319.345,297.489,295.261,293.669,287.598,286.192,285.733,284.576,282.697,275.765,274.718,269.681,265.603,261.279,253.590,244.622,243.757,240.517,237.110,236.472,224.340,223.939,210.303,205.820,201.886,198.891,198.320,198.319,196.122,195.034,188.981,188.944,172.427,167.742,167.483,161.848,153.070,152.074,148.946,144.151,129.484,118.188,114.227,105.260,100.908,100.263,83.860,75.931,54.805,50.973,50.200,49.063,46.852,42.429,33.394,28.531,26.831,26.306,25.208,22.110,20.318,19.340,15.914,15.635,15.508,15.163,12.606,11.954,10.149,9.782,9.778,9.675,9.471,9.461,9.403,2.838,-2.201,-2.201,-2.201
33,406.457,387.167,378.340,374.279,364.871,349.219,348.913,343.940,340.208,339.373,338.882,331.849,330.025,329.826,329.586,328.312,326.311,325.121,324.623,320.789,320.223,313.491,309.790,298.857,298.281,291.416,291.108,291.087,290.580,288.469,288.207,287.606,285.744,284.704,283.138,280.018,277.308,277.143,276.749,273.889,273.223,266.693,265.170,247.390,246.276,238.432,237.891,228.529,216.822,207.123,204.174,197.804,191.854,189.414,188.617,174.702,153.947,137.005,133.213,126.690,122.036,121.730,120.898,114.950,85.650,57.910,55.794,55.351,52.992,48.172,34.463,33.406,30.822,28.581,28.381,28.328,27.316,24.535,24.057,22.554,16.759,16.298,15.178,14.876,14.770,11.880,10.786,10.143,10.022,9.886,9.562,9.557,9.418,9.407,9.386,9.385,-2.201,-2.201,-2.201,-2.201
34,405.910,388.701,385.615,383.650,374.014,367.279,364.798,344.059,339.826,338.433,335.504,334.903,331.644,329.670,329.258,328.783,328.037,326.930,325.569,324.279,322.131,320.992,317.650,298.443,290.781,284.744,275.849,275.394,273.335,262.324,260.238,246.744,245.256,241.473,229.895,220.327,212.814,212.083,211.967,211.386,211.199,204.598,198.781,190.929,189.174,189.050,188.416,180.784,169.248,145.977,145.071,138.622,136.942,128.085,124.951,115.955,114.724,99.839,99.030,91.391,83.690,68.519,67.411,65.729,56.701,49.695,39.329,38.930,36.644,32.438,31.838,29.716,28.714,27.791,26.680,23.608,23.443,22.604,20.656,19.762,19.480,18.942,15.632,11.244,10.378,10.344,10.065,9.728,9.667,9.521,9.405,9.404,9.402,9.401,-2.201,-2.201,-2.201,-2.201,-2.201,-2.201
35,411.213,406.272,382.954,371.114,365.088,364.357,355.341,352.986,352.649,350.859,348.166,347.550,343.407,340.598,339.648,336.543,335.700,330.219,327.173,327.001,325.554,324.042,321.363,320.776,307.861,301.528,299.481,297.995,295.700,294.218,288.018,269.013,262.577,258.219,252.547,249.818,243.171,243.171,239.763,236.306,232.622,228.064,228.064,222.294,220.910,220.311,219.724,207.980,207.971,207.934,204.463,203.613,199.796,195.273,193.184,193.111,190.039,188.469,184.211,181.224,177.952,163.219,159.149,155.439,146.217,135.951,134.583,127.849,125.205,113.339,106.354,98.084,90.789,81.283,78.597,71.343,61.016,47.781,47.645,39.431,32.640,31.819,30.821,28.542,27.698,27.547,26.275,25.923,25.718,24.514,23.585,20.546,20.047,18.696,16.519,11.861,11.853,10.330,5.720,-2.201
36,405.984,387.677,382.900,382.826,370.655,368.617,365.194,359.612,356.165,351.986,344.265,341.560,339.408,338.144,334.872,334.577,333.837,332.333,331.141,330.995,329.637,328.836,327.392,322.848,322.628,322.185,317.929,313.264,312.345,308.328,305.002,303.393,303.085,296.744,295.981,295.734,294.151,293.089,280.123,278.927,272.958,272.269,271.622,267.845,266.253,260.847,253.113,235.896,227.438,219.813,216.146,215.921,212.256,207.920,203.955,203.934,203.045,197.955,180.109,174.057,150.047,149.498,140.301,137.799,131.805,124.024,117.451,110.034,82.479,72.510,69.233,67.061,62.611,59.623,58.297,50.251,48.985,34.310,33.095,31.179,28.994,28.470,27.414,27.346,24.725,21.711,17.561,17.530,15.869,13.294,10.082,9.688,9.644,9.499,9.465,9.402,9.386,-2.201,-2.201,-2.201
37,417.532,416.418,406.216,405.999,397.982,365.484,363.315,360.507,360.361,354.909,347.975,344.017,338.111,337.236,334.127,332.357,331.787,330.460,329.424,327.695,324.661,322.135,318.218,315.471,312.349,307.007,304.888,299.010,298.675,298.521,294.944,291.564,291.260,290.336,290.336,289.283,286.849,283.755,280.534,277.646,276.931,274.454,270.606,265.189,257.207,256.315,241.265,233.083,220.092,219.623,217.845,212.683,212.289,201.922,193.652,193.028,191.729,190.060,189.777,189.282,177.906,166.532,157.898,133.403,129.416,128.277,125.605,111.292,96.549,96.549,96.010,76.638,69.619,59.296,52.160,48.978,45.472,41.785,41.476,39.630,39.262,31.101,30.164,26.580,26.483,26.190,26.156,24.145,23.630,23.016,20.600,17.619,16.976,13.815,10.740,10.728,9.902,9.858,9.389,-2.201
38,491.413,425.731,405.973,404.979,400.805,388.792,382.868,380.526,368.319,360.355,357.899,357.536,355.683,349.265,344.893,344.111,340.713,332.797,332.329,331.647,328.426,328.200,324.309,322.815,321.790,318.352,318.026,306.822,305.853,303.654,303.358,301.896,284.468,265.585,264.001,259.817,256.173,253.570,252.385,243.688,240.076,238.224,235.813,233.628,229.848,227.538,225.218,208.637,206.049,204.638,201.461,199.787,199.050,198.197,195.117,181.832,174.349,173.806,157.163,156.299,156.299,141.559,140.469,130.357,122.883,122.883,122.549,105.806,103.038,101.658,93.157,79.987,59.865,53.673,50.612,49.179,48.643,48.088,47.755,40.808,27.255,25.028,22.215,17.539,16.573,14.582,14.424,13.514,13.227,10.025,9.705,9.700,9.560,9.496,9.394,-2.201,-2.201,-2.201,-2.201,-2.201
39,498.704,409.543,388.119,387.222,383.437,377.822,370.755,368.078,365.095,359.367,359.342,356.670,353.274,352.715,351.174,346.188,343.356,339.493,336.632,332.261,328.214,326.754,325.019,319.442,308.504,297.857,290.404,290.188,288.917,283.840,280.385,279.705,277.719,270.053,265.082,260.662,256.471,248.892,232.629,232.277,220.455,216.892,209.438,199.848,194.757,192.582,190.720,188.834,188.447,188.244,149.446,139.605,130.928,130.601,128.027,127.198,106.781,105.594,102.244,97.189,89.898,76.935,75.082,65.597,59.517,57.452,53.655,53.574,52.395,48.779,48.682,41.505,39.490,39.261,38.266,34.772,31.519,31.014,29.825,27.480,23.560,22.425,20.523,18.952,18.253,16.703,14.648,11.784,9.879,9.746,9.706,9.633,9.539,9.486,9.379,9.379,0.892,-2.201,-2.201,-2.201
40,490.413,477.399,424.099,414.760,382.596,366.034,364.028,361.128,360.238,358.160,353.363,352.763,351.569,350.704,348.647,348.481,348.280,345.127,341.578,336.382,333.494,333.267,332.977,332.403,327.490,318.764,314.640,309.432,296.813,287.562,280.560,271.744,268.954,241.075,238.401,237.688,235.280,233.624,232.497,231.063,205.688,205.688,202.965,192.445,192.445,191.959,191.807,190.472,181.576,175.700,148.921,145.118,125.669,123.511,120.304,119.281,102.107,89.873,86.603,83.219,83.219,79.239,75.607,68.926,62.633,57.544,54.869,54.019,51.672,46.604,45.077,41.642,39.842,39.484,38.945,33.973,32.399,32.342,29.684,26.965,26.624,26.435,25.086,23.127,23.127,20.277,18.961,18.452,16.970,12.342,10.880,9.632,9.519,9.382,9.359,-1.873,-2.217,-2.217,-2.217,-2.217
41,499.322,466.947,461.876,460.748,438.840,396.311,389.555,382.577,381.086,378.364,365.775,359.571,356.550,353.165,352.963,345.019,343.811,341.839,340.837,340.126,339.297,338.088,337.424,335.445,333.777,328.158,323.823,322.050,312.326,311.022,310.278,303.118,298.272,295.803,289.637,286.875,286.781,282.580,281.852,279.354,272.933,272.741,257.623,256.436,254.461,253.742,248.555,245.459,243.811,232.252,232.189,227.335,227.036,226.920,226.395,216.181,215.766,205.976,202.074,186.621,181.472,178.328,166.742,162.576,161.988,147.917,144.769,143.347,140.282,120.258,108.716,106.267,105.613,91.043,86.355,62.234,60.715,54.377,50.704,37.489,37.275,30.396,28.703,28.138,24.978,21.987,20.895,18.289,16.965,15.982,14.462,10.936,10.267,10.258,-2.217,-2.217,-2.217,-2.217,-2.217,-2.217
42,537.165,517.607,442.294,439.491,431.771,424.910,397.050,381.879,380.812,375.234,362.596,354.375,354.148,352.309,349.824,349.164,347.750,343.050,342.236,341.667,339.934,324.570,317.285,313.969,309.439,308.738,307.401,306.770,300.871,291.155,289.541,287.535,282.839,281.231,275.449,256.530,254.557,249.189,244.122,235.780,228.559,226.834,224.099,222.462,221.643,219.577,202.480,199.531,196.681,194.134,189.422,187.589,186.492,184.524,158.403,152.357,138.485,134.938,134.379,127.757,120.893,120.438,120.438,115.426,98.825,96.748,92.386,91.087,85.797,75.131,75.131,72.572,69.283,63.360,52.820,46.328,40.913,38.851,37.269,35.321,33.172,32.641,29.255,24.123,22.723,19.332,17.494,16.845,16.755,16.435,15.612,13.608,10.392,9.842,9.632,-2.217,-2.217,-2.217,-2.217,-2.217
43,496.503,493.963,492.536,429.963,426.953,423.893,420.526,391.032,381.853,376.067,370.279,369.283,368.179,367.568,366.433,359.768,356.806,354.654,349.487,342.947,342.430,341.691,338.851,336.818,333.947,331.842,324.904,322.306,321.824,295.873,292.735,290.840,289.743,288.960,276.081,272.393,270.353,266.741,265.512,263.938,263.827,257.317,243.321,241.780,240.177,239.201,235.827,228.926,222.725,218.157,212.038,211.784,211.766,207.293,203.464,203.386,197.956,194.824,193.410,191.150,186.760,174.989,162.747,151.723,148.516,143.396,137.354,130.625,128.764,107.778,102.450,75.608,73.098,69.971,55.426,55.394,43.271,43.178,42.316,41.576,37.267,35.337,35.006,32.930,31.372,28.281,27.516,26.705,24.397,22.546,18.892,16.633,15.653,10.202,9.479,1.950,-2.217,-2.217,-2.217,-2.217
44,520.826,471.977,468.995,442.647,422.999,422.770,422.438,388.630,368.483,366.941,360.761,358.463,356.832,354.403,354.247,352.536,348.851,348.236,339.408,339.200,337.035,335.431,334.653,331.226,319.141,317.183,307.935,305.446,300.210,298.944,292.373,285.881,279.675,275.632,274.840,273.525,269.877,259.898,254.984,249.498,247.768,241.667,238.591,228.997,212.734,208.635,203.949,196.870,196.675,194.040,193.701,193.553,187.377,177.919,154.168,151.091,141.399,138.475,131.485,120.868,115.643,102.995,89.516,79.468,72.974,68.890,66.611,57.723,48.716,48.553,46.294,45.509,35.783,34.574,34.266,32.297,30.080,26.621,26.486,26.127,25.421,24.371,22.055,20.245,19.490,16.272,16.229,15.232,11.567,11.177,11.027,9.545,2.912,-2.217,-2.217,-2.217,-2.217,-2.217,-2.217,-2.217
45,528.093,517.293,497.027,468.652,467.471,442.388,433.637,409.615,395.215,382.773,376.803,368.284,366.290,365.833,362.119,360.911,358.257,351.916,351.531,349.463,347.906,339.188,338.508,338.165,337.593,330.226,328.754,311.368,311.290,306.698,304.661,299.555,296.947,294.714,290.877,288.795,282.717,282.665,276.429,261.096,260.280,256.647,256.647,252.540,240.218,222.686,221.069,219.685,214.130,209.790,204.313,203.900,201.031,195.055,158.153,150.634,148.963,145.143,138.633,138.633,138.286,131.675,125.176,121.532,119.928,107.769,103.639,95.672,80.361,67.096,66.178,62.177,61.362,60.856,60.347,50.917,46.167,42.984,42.862,33.622,32.691,31.455,31.044,27.868,27.627,24.348,19.704,18.904,18.023,17.676,17.334,17.161,10.442,10.019,9.365,-2.217,-2.217,-2.217,-2.217,-2.217
46,577.232,541.041,479.136,474.744,462.930,455.824,451.424,422.976,419.437,405.739,395.673,389.735,381.518,376.876,369.761,363.066,360.616,359.674,359.460,358.422,356.145,347.781,347.039,344.429,341.067,336.709,329.061,327.797,317.903,307.908,306.022,300.917,299.924,290.311,289.684,289.241,285.361,273.268,271.851,270.194,268.025,261.343,254.363,244.754,241.446,227.795,209.932,202.531,193.044,192.681,186.749,185.988,170.846,155.138,146.490,144.211,132.868,130.028,130.004,123.028,109.402,107.828,104.831,92.841,83.281,79.953,79.866,74.570,62.247,51.495,50.092,43.370,41.843,41.787,41.047,39.677,38.641,37.818,35.613,34.569,34.161,30.778,30.653,29.851,27.233,24.801,22.148,18.676,16.235,14.195,11.863,11.186,10.708,10.347,10.012,9.652,9.491,-2.217,-2.217,-2.217
47,567.751,537.286,496.666,468.012,457.437,442.179,419.195,404.268,399.573,394.697,390.751,390.751,382.173,381.455,381.305,378.051,369.505,366.958,366.667,356.238,352.384,348.779,341.750,338.467,338.046,331.029,328.962,326.001,323.162,320.691,319.027,316.491,311.311,307.045,306.777,306.777,299.316,294.882,292.885,288.015,285.227,284.625,278.847,266.972,263.793,260.580,259.465,257.447,251.258,249.033,248.585,248.277,228.204,224.080,222.003,213.904,209.636,199.660,197.968,197.240,186.715,182.070,181.433,179.298,165.958,155.949,124.827,118.881,106.292,101.388,100.810,98.231,84.822,84.279,84.122,81.996,78.136,61.911,60.621,58.233,44.036,41.360,39.526,38.477,38.188,35.068,34.916,33.107,30.874,30.081,29.724,26.497,24.781,15.118,14.695,13.461,10.275,9.362,-2.217,-2.217
48,496.868,488.582,476.367,452.610,433.964,428.024,419.363,417.186,416.937,410.818,405.546,404.235,383.655,378.959,375.905,370.671,365.188,362.010,361.970,361.939,354.483,353.269,353.269,340.532,336.052,333.877,317.508,316.889,304.194,302.683,300.278,283.922,282.025,258.399,255.122,243.799,230.189,211.254,208.449,206.348,194.993,181.916,176.257,173.911,171.990,171.323,167.989,158.813,151.929,142.418,134.897,134.052,133.226,132.324,130.650,127.102,126.414,123.165,116.377,110.703,106.549,105.931,82.965,79.222,78.075,77.923,75.066,74.233,73.861,71.898,70.494,62.363,54.613,54.060,46.186,34.112,33.523,24.036,23.867,23.435,23.032,22.625,22.365,18.823,18.759,17.793,16.746,16.600,13.088,12.614,10.908,10.538,10.060,9.776,9.575,9.436,9.367,-2.217,-2.217,-2.217
49,497.730,494.482,477.650,476.514,474.462,474.324,460.689,453.720,446.131,400.753,390.656,385.125,383.294,380.458,378.612,377.040,369.919,369.689,369.076,364.825,364.780,361.601,361.291,357.904,353.889,351.635,342.960,338.767,337.314,332.448,330.421,330.342,328.245,327.997,317.337,316.678,315.251,312.978,312.239,308.912,306.998,299.152,295.129,279.694,279.694,279.082,265.917,265.069,252.439,247.063,243.155,222.779,220.970,217.264,211.485,208.541,207.827,201.629,187.845,158.305,151.445,140.928,130.229,129.702,120.429,109.312,98.498,98.283,93.197,89.975,83.335,81.306,75.727,64.732,59.133,59.133,57.706,54.398,52.847,47.208,40.892,39.757,27.876,27.623,24.495,20.425,18.348,18.347,13.412,13.249,13.178,9.957,9.654,9.573,9.538,9.388,9.364,6.384,-2.217,-2.217
50,541.161,509.223,494.559,493.198,493.110,484.852,483.189,463.093,462.956,460.896,441.582,436.550,412.468,405.866,400.206,391.796,385.650,383.690,379.061,377.314,376.268,374.319,363.412,351.782,349.229,348.590,344.307,342.990,339.149,338.933,336.002,334.252,331.213,329.087,315.843,312.852,312.852,310.673,306.718,303.415,302.255,296.298,289.761,285.569,284.915,278.396,277.796,277.753,276.940,258.983,257.600,257.600,248.659,242.779,241.656,235.704,227.531,217.341,208.324,203.311,180.332,176.443,173.839,159.158,159.158,133.305,124.698,122.508,120.378,118.160,118.160,113.154,113.154,108.499,90.191,75.602,46.341,46.283,43.958,43.151,39.259,39.259,35.022,33.965,33.074,31.061,27.408,19.807,18.293,15.044,13.161,10.968,10.766,9.667,9.557,9.550,9.380,8.438,-2.217,-2.217
51,507.011,497.090,495.722,494.272,474.014,463.587,460.972,460.488,452.975,449.113,446.438,446.034,435.719,417.383,407.054,405.715,401.270,400.133,397.624,384.728,378.776,371.561,358.444,351.785,345.475,340.095,332.444,322.203,318.023,316.607,312.520,312.224,312.126,305.047,302.327,299.488,297.447,294.179,294.179,288.437,285.623,283.129,282.376,273.220,268.570,265.453,265.178,264.553,249.701,219.120,217.512,216.910,205.460,201.539,195.738,190.236,189.617,174.370,152.906,142.008,139.240,135.740,116.603,88.268,86.551,84.089,83.341,75.635,73.483,72.828,65.467,54.896,53.106,42.833,37.066,24.218,22.591,20.988,19.066,18.100,17.433,15.614,15.614,13.542,10.719,10.309,9.686,9.442,9.380,8.056,-2.217,-2.217,-2.217,-2.217,-2.217,-2.217,-2.217,-2.217,-2.217,-2.217
52,536.862,519.554,511.715,499.388,492.606,490.372,478.155,473.219,473.080,463.023,460.806,455.893,436.023,424.647,408.515,407.098,399.085,390.205,384.886,377.270,370.263,368.260,344.279,330.780,328.794,323.367,322.587,322.209,321.590,317.573,314.439,313.884,313.412,312.640,311.506,308.108,307.806,301.699,297.967,292.663,289.935,288.728,280.948,268.646,259.770,259.013,230.582,230.582,228.372,227.729,206.815,202.191,199.152,197.319,185.703,179.499,170.582,152.650,151.902,145.140,140.946,124.782,118.981,118.117,107.279,104.068,98.825,96.235,88.845,88.327,81.702,69.349,65.766,61.739,61.633,51.914,49.524,47.128,44.442,44.069,38.800,36.583,29.090,28.593,28.346,27.793,23.406,22.934,21.308,19.474,18.644,16.294,14.467,12.510,9.378,8.449,7.330,-2.114,-2.217,-2.217
53,550.757,543.823,523.683,518.241,507.489,506.855,478.040,473.957,448.843,444.600,442.355,428.482,424.402,417.277,410.781,403.377,392.705,387.951,382.582,381.344,375.475,368.621,363.716,351.812,346.900,345.830,336.724,327.043,325.462,322.636,313.941,310.517,304.078,299.679,296.638,295.180,293.748,290.735,289.028,287.734,286.942,286.513,278.505,246.304,240.857,237.087,229.286,213.937,207.840,204.660,199.338,199.338,198.154,184.570,159.831,159.831,159.520,148.738,146.934,140.652,126.312,125.661,111.622,105.379,93.854,91.869,87.495,78.557,75.280,58.915,49.876,47.951,46.986,45.649,40.782,39.923,39.113,26.306,23.837,21.340,21.092,20.219,20.154,19.834,19.637,15.910,15.700,13.658,10.835,10.048,10.025,9.738,-2.217,-2.217,-2.217,-2.217,-2.217,-2.217,-2.217,-2.217
54,598.975,536.773,526.924,490.838,486.076,480.910,471.868,468.092,466.515,466.387,460.544,460.313,455.002,452.452,441.992,427.572,405.836,399.205,397.347,387.900,378.827,375.104,365.837,352.287,347.244,343.473,339.480,335.350,331.152,322.978,322.093,321.835,316.108,307.159,306.052,303.191,302.368,284.404,279.928,278.898,272.434,268.136,261.954,260.979,257.415,251.463,238.896,227.741,214.824,208.131,205.985,194.349,192.760,171.794,137.537,134.329,129.063,119.657,116.069,113.717,110.087,105.145,94.318,93.917,90.961,84.279,79.897,71.853,70.414,61.774,57.727,47.777,46.038,44.435,42.553,41.379,39.187,37.245,35.524,29.489,28.843,24.318,23.608,21.237,18.676,18.056,16.573,16.047,15.412,15.311,13.899,13.888,11.898,10.523,10.001,9.575,9.356,-2.217,-2.217,-2.217
55,595.876,536.958,517.087,492.320,490.764,470.844,469.565,469.279,468.739,453.074,444.410,440.021,433.861,432.162,424.139,420.719,412.814,391.698,390.331,383.820,381.379,379.378,376.934,374.171,358.849,356.065,336.670,333.257,328.539,328.131,327.984,327.207,322.216,316.491,316.334,314.766,313.582,312.439,299.243,299.243,298.518,283.491,269.009,267.079,258.856,248.091,243.429,243.066,206.259,205.639,203.139,188.854,176.181,172.780,156.610,153.227,151.626,140.820,134.569,134.067,127.359,124.761,124.761,112.845,112.514,104.047,100.935,99.793,99.045,99.045,93.267,84.080,82.884,79.616,77.383,61.992,59.843,57.032,50.943,48.820,48.790,46.649,43.579,41.504,36.316,34.950,34.950,34.936,33.656,33.430,31.676,25.696,17.280,16.521,14.269,11.170,9.775,9.373,4.726,-2.217
56,519.239,510.096,495.736,490.265,487.594,484.819,482.662,477.841,473.725,466.199,460.610,452.777,451.499,441.838,421.907,407.448,406.041,404.797,392.160,391.071,372.769,361.697,361.697,358.687,355.776,355.599,355.270,355.200,355.083,353.912,350.067,348.331,332.729,330.742,325.185,302.201,302.201,300.787,300.466,290.038,271.292,268.091,267.059,254.308,254.030,250.379,248.585,244.032,240.181,229.724,225.273,187.642,185.015,148.103,134.682,134.291,124.862,124.287,118.339,118.031,107.935,107.715,97.953,96.773,94.352,89.036,84.639,82.729,72.730,69.430,69.040,67.401,66.689,61.019,54.331,53.203,52.717,48.210,42.337,40.197,39.100,37.732,37.584,34.237,33.029,29.429,28.214,24.352,21.115,18.677,18.288,13.985,11.708,10.528,9.367,-2.217,-2.217,-2.217,-2.217,-2.217
57,588.565,542.066,507.585,498.961,496.641,486.171,480.435,473.037,471.825,471.436,460.715,450.169,444.435,433.554,415.646,409.489,407.505,393.494,389.967,386.318,383.738,380.747,378.208,373.159,367.310,351.020,347.575,341.816,334.627,334.250,331.437,315.364,308.031,305.610,305.252,300.177,298.896,292.890,286.719,275.988,269.245,265.293,262.860,260.162,256.801,255.239,243.413,240.882,234.896,216.835,213.756,208.746,203.169,201.470,199.283,199.265,198.298,186.748,178.416,166.867,142.289,135.009,125.711,121.312,117.724,116.994,114.745,96.567,83.934,79.058,78.967,76.699,73.831,61.352,56.988,55.587,53.411,48.801,43.879,43.810,37.304,36.678,31.829,29.968,29.831,29.542,28.031,24.454,22.964,19.143,17.399,15.668,14.619,14.408,14.107,10.970,9.658,-2.217,-2.217,-2.217
58,602.697,560.180,541.348,530.859,498.893,492.147,491.991,472.825,460.734,450.484,445.179,437.382,420.216,415.121,410.877,400.646,394.222,391.344,383.648,382.796,382.096,380.020,377.263,372.918,370.871,368.211,340.605,331.530,329.020,325.729,313.380,311.995,300.594,299.551,297.270,292.493,286.932,285.559,275.103,273.032,270.455,268.676,259.873,258.199,253.750,251.555,242.944,238.892,222.502,213.148,208.653,207.207,200.824,197.147,189.237,184.816,182.335,165.729,157.594,153.836,146.279,124.514,120.822,105.009,98.784,91.008,82.890,81.477,81.476,75.116,73.087,70.305,61.359,60.267,60.197,49.436,47.252,46.097,45.667,44.712,39.996,38.337,37.036,36.896,36.294,28.423,20.232,19.910,18.476,16.799,15.812,15.672,13.044,10.557,9.751,9.433,-1.319,-2.217,-2.217,-2.217
